"Participant_Private_ID","Participant_External_Session_ID","Sentence_ID","Sentence_Category","Sentence_Text","Trial_Order","Participant_Response","Correct_Answer","Reaction_Time","Is_Correct","Language_Total_Score","Language_Percent_Score","Practice_Outcome","Age","Gender","AI_Familiarity_Score","AI_Knowledge_Score"
14977598,"6979d0d6e27bf45673b7304c",55,"AI","Literature is a popular subject to choose to study for ALGORITHMS",57,"implausible","Implausible",1030.40000000002,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",36,"Human","The man became an ACTOR",58,"plausible","Plausible",4942.89999999403,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",48,"Human","We organized a birthday party for my COUSIN",59,"plausible","Plausible",1820.29999999108,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",32,"Tool","Curiosity is common in some  CALCULATORS",60,"implausible","Implausible",2408.79999999405,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",54,"Human","Some people exploit SOCIAL WORKERS",61,"plausible","Plausible",1243,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",27,"Human","When they get hungry, we feed the IT SPECIALISTS",62,"plausible","Plausible",987.599999988102,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",25,"AI","When they get hungry, we feed the INTELLIGENT SYSTEMS",63,"implausible","Implausible",792.899999991059,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",60,"Human","It is nice to greet an ARTIST",64,"plausible","Plausible",2213,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",8,"Tool","Joe is looking to marry a nice STOVE",65,"implausible","Implausible",1486.99999999104,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977598,"6979d0d6e27bf45673b7304c",47,"Tool","We organized a birthday party for my RADIO",66,"implausible","Implausible",1973.59999999107,1,9,100,"Passed_Immediate",30,"Female",58,0.875
14977599,"6979d0d51cc5fca038193f0d",48,"Human","We organized a birthday party for my COUSIN",1,"plausible","Plausible",1247.8,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",44,"Tool","When successful, happiness is felt by the TAPE MEASURE",2,"implausible","Implausible",1058.80000000298,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",28,"AI","When not talked to, loneliness is felt by the AI",3,"implausible","Implausible",2866.4,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",5,"Tool","Living wages are deserved by all TABLETS",4,"implausible","Implausible",1916.5,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",57,"Human","Literature is a popular subject to choose to study for PHILOSOPHERS",5,"plausible","Plausible",1299.89999999999,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",3,"Human","The presidential candidate is an intelligent TEACHER",6,"plausible","Plausible",2200.2,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",41,"Tool","All should be allowed to be who they want to be, including ELECTRIC GUITARS",7,"implausible","Implausible",1162.70000000298,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",19,"AI","Getting ready for the day is common for AUTOMATONS",8,"implausible","Implausible",2076.30000000149,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",17,"Tool","She insulted the SCOOTER",9,"implausible","Implausible",1671.00000000298,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",66,"Human","Together, I sip wine with my NEPHEW",10,"plausible","Plausible",1076.00000000447,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",1,"AI","The presidential candidate is an intelligent PROGRAM",11,"implausible","Implausible",1423.89999999999,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",24,"Human","When we yell at them, we offend the DOCTORS",12,"plausible","Plausible",2103.70000000298,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",2,"Tool","The presidential candidate is an intelligent PICTURE",13,"implausible","Implausible",1170.2,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",8,"Tool","Joe is looking to marry a nice STOVE",14,"implausible","Implausible",1609.40000000298,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",21,"Human","Getting ready for the day is common for ZOOLOGISTS",15,"plausible","Plausible",1890.30000000447,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",39,"Human","After they finish learning, there is a graduation party for  COLLEGE STUDENTS",16,"plausible","Plausible",1115.30000000447,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",43,"AI","When successful, happiness is felt by the SMART DEVICE",17,"implausible","Implausible",1158.10000000596,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",30,"Human","When not talked to, loneliness is felt by the POET",18,"plausible","Plausible",2279.10000000149,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",59,"Tool","It is nice to greet an ENGINE",19,"implausible","Implausible",1560.70000000446,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",55,"AI","Literature is a popular subject to choose to study for ALGORITHMS",20,"implausible","Implausible",1310.10000000149,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",15,"Human","We organized a birthday party for my AUNT",21,"plausible","Plausible",1074.10000000001,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",60,"Human","It is nice to greet an ARTIST",22,"plausible","Plausible",1009.10000000001,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",27,"Human","When they get hungry, we feed the IT SPECIALISTS",23,"plausible","Plausible",4044.70000000446,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",38,"Tool","After they finish learning, there is a graduation party for WASHING MACHINES",24,"implausible","Implausible",1042.2000000015,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",53,"Tool","Some people exploit FOOD PROCESSORS",25,"plausible","Implausible",3432.20000000595,0,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",62,"Tool","Music is fun to listen to for LAPTOPS",26,"implausible","Implausible",1295.30000000447,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",51,"Human","Friends are important for the health of STUDENTS",27,"plausible","Plausible",1045.70000000001,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",29,"Tool","When not talked to, loneliness is felt by the LETTER",28,"implausible","Implausible",1044.20000000595,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",9,"Human","Joe is looking to marry a nice MAID",29,"plausible","Plausible",1220,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",11,"Tool","I am going to a funeral for my HAMMER",30,"implausible","Implausible",1188.80000000299,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",33,"Human","Curiosity is common in some  LIBRARIANS",31,"plausible","Plausible",1494.70000000298,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",49,"AI","Friends are important for the health of PROGRAMS",32,"implausible","Implausible",1466.69999999998,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",22,"AI","When we yell at them, we offend the ROBOTS",33,"plausible","Implausible",4582.70000000001,0,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",40,"AI","All should be allowed to be who they want to be, including VIRTUAL ASSISTANTS",34,"implausible","Implausible",1849.70000000001,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",20,"Tool","Getting ready for the day is common for SYNTHESIZERS",35,"implausible","Implausible",1374.90000000448,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",18,"Human","She insulted the CASHIER",36,"plausible","Plausible",1046,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",26,"Tool","When they get hungry, we feed the SOLDERING IRONS",37,"implausible","Implausible",1014.70000000001,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",7,"AI","Joe is looking to marry a nice BOT",38,"implausible","Implausible",1363.20000000001,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",42,"Human","All should be allowed to be who they want to be, including GRAPHIC DESIGNERS",39,"plausible","Plausible",1571.00000000594,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",35,"Tool","The man became a  BOTTLE",40,"implausible","Implausible",1297.5,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",64,"AI","Together, I sip wine with my CHATBOT",41,"implausible","Implausible",1638.5,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",50,"Tool","Friends are important for the health of TABLES",42,"implausible","Implausible",1097.00000000151,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",65,"Tool","Together, I sip wine with my TOOLBOX",43,"implausible","Implausible",1076.50000000448,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",23,"Tool","When we yell at them, we offend the MIRRORS",44,"implausible","Implausible",1066.60000000003,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",46,"AI","We organized a birthday party for my AI",45,"implausible","Implausible",2488.70000000298,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",61,"AI","Music is fun to listen to for ANDROIDS",46,"plausible","Implausible",4488.20000000449,0,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",47,"Tool","We organized a birthday party for my RADIO",47,"implausible","Implausible",1387.10000000149,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",54,"Human","Some people exploit SOCIAL WORKERS",48,"plausible","Plausible",1692.00000000297,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",45,"Human","When successful, happiness is felt by the BOOK EDITOR",49,"plausible","Plausible",1826.60000000597,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",32,"Tool","Curiosity is common in some  CALCULATORS",50,"implausible","Implausible",1702.50000000297,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",63,"Human","Music is fun to listen to for SINGERS",51,"plausible","Plausible",1016.79999999999,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",34,"AI","The man became a  ROBOT",52,"implausible","Implausible",1391.5,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",56,"Tool","Literature is a popular subject to choose to study for DIRECTORIES",53,"implausible","Implausible",1947.00000000594,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",37,"AI","After they finish learning, there is a graduation party for NEURAL NETWORKS",54,"implausible","Implausible",3266.49999999994,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",6,"Human","Living wages are deserved by all BAKERS",55,"plausible","Plausible",1149.90000000002,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",12,"Human","I am going to a funeral for my UNCLE",56,"plausible","Plausible",2432.80000000598,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",14,"Tool","We organized a birthday party for my DRILL",57,"implausible","Implausible",938.500000001513,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",58,"AI","It is nice to greet an AI",58,"implausible","Implausible",2022.79999999999,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",52,"AI","Some people exploit  GOOGLE ASSISTANTS",59,"implausible","Implausible",4858.40000000148,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",4,"AI","Living wages are deserved by all ANDROIDS",60,"implausible","Implausible",1964.3000000015,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",36,"Human","The man became an ACTOR",61,"plausible","Plausible",1098.50000000151,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",31,"AI","Curiosity is common in some  ALGORITHMS",62,"plausible","Implausible",5457.10000000149,0,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",16,"AI","She insulted the CYBORG",63,"plausible","Implausible",4344.00000000594,0,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",25,"AI","When they get hungry, we feed the INTELLIGENT SYSTEMS",64,"implausible","Implausible",1479.90000000445,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",10,"AI","I am going to a funeral for my ROBOT",65,"implausible","Implausible",7156.50000000448,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977599,"6979d0d51cc5fca038193f0d",13,"AI","We organized a birthday party for my DRONE",66,"implausible","Implausible",2732.60000000597,1,9,100,"Passed_Immediate",59,"Male",61,0.5
14977600,"6979d0dc7918c67b9363566c",44,"Tool","When successful, happiness is felt by the TAPE MEASURE",1,"implausible","Implausible",6701.40000009537,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",43,"AI","When successful, happiness is felt by the SMART DEVICE",2,"implausible","Implausible",1821.5,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",10,"AI","I am going to a funeral for my ROBOT",3,"implausible","Implausible",917.199999999997,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",64,"AI","Together, I sip wine with my CHATBOT",4,"implausible","Implausible",824.500000095366,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",23,"Tool","When we yell at them, we offend the MIRRORS",5,"implausible","Implausible",936.600000047685,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",27,"Human","When they get hungry, we feed the IT SPECIALISTS",6,"plausible","Plausible",2671.1,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",53,"Tool","Some people exploit FOOD PROCESSORS",7,"plausible","Implausible",1772.20000004768,0,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",52,"AI","Some people exploit  GOOGLE ASSISTANTS",8,"implausible","Implausible",1869.20000002384,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",7,"AI","Joe is looking to marry a nice BOT",9,"implausible","Implausible",957.800000047682,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",41,"Tool","All should be allowed to be who they want to be, including ELECTRIC GUITARS",10,"implausible","Implausible",872.20000007152,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",58,"AI","It is nice to greet an AI",11,"implausible","Implausible",1492.50000007152,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",45,"Human","When successful, happiness is felt by the BOOK EDITOR",12,"plausible","Plausible",4718.40000004768,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",26,"Tool","When they get hungry, we feed the SOLDERING IRONS",13,"implausible","Implausible",889.700000023848,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",50,"Tool","Friends are important for the health of TABLES",14,"implausible","Implausible",907.300000071526,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",20,"Tool","Getting ready for the day is common for SYNTHESIZERS",15,"implausible","Implausible",1749.7,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",63,"Human","Music is fun to listen to for SINGERS",16,"plausible","Plausible",1180.50000009537,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",65,"Tool","Together, I sip wine with my TOOLBOX",17,"implausible","Implausible",719.100000095365,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",22,"AI","When we yell at them, we offend the ROBOTS",18,"implausible","Implausible",663,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",35,"Tool","The man became a  BOTTLE",19,"implausible","Implausible",1026.90000004768,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",5,"Tool","Living wages are deserved by all TABLETS",20,"implausible","Implausible",907.500000071523,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",28,"AI","When not talked to, loneliness is felt by the AI",21,"implausible","Implausible",768.400000095367,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",62,"Tool","Music is fun to listen to for LAPTOPS",22,"implausible","Implausible",809.5,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",42,"Human","All should be allowed to be who they want to be, including GRAPHIC DESIGNERS",23,"plausible","Plausible",1030.30000009536,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",46,"AI","We organized a birthday party for my AI",24,"implausible","Implausible",885.70000007152,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",51,"Human","Friends are important for the health of STUDENTS",25,"plausible","Plausible",2125,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",13,"AI","We organized a birthday party for my DRONE",26,"implausible","Implausible",1047.50000009537,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",19,"AI","Getting ready for the day is common for AUTOMATONS",27,"implausible","Implausible",766.099999999977,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",32,"Tool","Curiosity is common in some  CALCULATORS",28,"implausible","Implausible",1132.00000002384,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",1,"AI","The presidential candidate is an intelligent PROGRAM",29,"implausible","Implausible",1086.90000007153,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",34,"AI","The man became a  ROBOT",30,"implausible","Implausible",1098.70000000001,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",37,"AI","After they finish learning, there is a graduation party for NEURAL NETWORKS",31,"implausible","Implausible",741.300000095362,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",33,"Human","Curiosity is common in some  LIBRARIANS",32,"plausible","Plausible",1750.70000000001,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",15,"Human","We organized a birthday party for my AUNT",33,"plausible","Plausible",1109.29999999999,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",56,"Tool","Literature is a popular subject to choose to study for DIRECTORIES",34,"implausible","Implausible",916.099999999977,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",24,"Human","When we yell at them, we offend the DOCTORS",35,"plausible","Plausible",1505.00000007154,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",31,"AI","Curiosity is common in some  ALGORITHMS",36,"implausible","Implausible",2213.00000009537,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",49,"AI","Friends are important for the health of PROGRAMS",37,"implausible","Implausible",691.300000023853,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",18,"Human","She insulted the CASHIER",38,"plausible","Plausible",1059.80000007153,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",2,"Tool","The presidential candidate is an intelligent PICTURE",39,"implausible","Implausible",861.30000004769,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",47,"Tool","We organized a birthday party for my RADIO",40,"implausible","Implausible",800.100000023842,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",11,"Tool","I am going to a funeral for my HAMMER",41,"implausible","Implausible",1530.10000009538,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",29,"Tool","When not talked to, loneliness is felt by the LETTER",42,"implausible","Implausible",1421,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",55,"AI","Literature is a popular subject to choose to study for ALGORITHMS",43,"implausible","Implausible",665.200000000012,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",38,"Tool","After they finish learning, there is a graduation party for WASHING MACHINES",44,"implausible","Implausible",939.600000095379,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",54,"Human","Some people exploit SOCIAL WORKERS",45,"plausible","Plausible",1151.4000000477,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",57,"Human","Literature is a popular subject to choose to study for PHILOSOPHERS",46,"plausible","Plausible",1244.10000002384,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",17,"Tool","She insulted the SCOOTER",47,"implausible","Implausible",1846.70000004768,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",14,"Tool","We organized a birthday party for my DRILL",48,"implausible","Implausible",690.90000002383,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",9,"Human","Joe is looking to marry a nice MAID",49,"plausible","Plausible",1606.60000004771,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",21,"Human","Getting ready for the day is common for ZOOLOGISTS",50,"plausible","Plausible",1075.50000007154,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",36,"Human","The man became an ACTOR",51,"plausible","Plausible",928.700000047684,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",39,"Human","After they finish learning, there is a graduation party for  COLLEGE STUDENTS",52,"plausible","Plausible",826.000000095344,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",61,"AI","Music is fun to listen to for ANDROIDS",53,"implausible","Implausible",1599.89999999997,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",6,"Human","Living wages are deserved by all BAKERS",54,"plausible","Plausible",1457.80000002385,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",8,"Tool","Joe is looking to marry a nice STOVE",55,"implausible","Implausible",1389.40000000002,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",12,"Human","I am going to a funeral for my UNCLE",56,"plausible","Plausible",910.700000095356,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",4,"AI","Living wages are deserved by all ANDROIDS",57,"implausible","Implausible",849.800000000047,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",66,"Human","Together, I sip wine with my NEPHEW",58,"plausible","Plausible",911.700000023819,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",40,"AI","All should be allowed to be who they want to be, including VIRTUAL ASSISTANTS",59,"implausible","Implausible",1322.50000004767,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",16,"AI","She insulted the CYBORG",60,"implausible","Implausible",5747.30000009539,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",60,"Human","It is nice to greet an ARTIST",61,"plausible","Plausible",2512.90000000002,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",25,"AI","When they get hungry, we feed the INTELLIGENT SYSTEMS",62,"implausible","Implausible",965.700000000012,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",3,"Human","The presidential candidate is an intelligent TEACHER",63,"plausible","Plausible",929.300000023854,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",30,"Human","When not talked to, loneliness is felt by the POET",64,"plausible","Plausible",919.200000000012,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",59,"Tool","It is nice to greet an ENGINE",65,"implausible","Implausible",1674.60000009538,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977600,"6979d0dc7918c67b9363566c",48,"Human","We organized a birthday party for my COUSIN",66,"plausible","Plausible",972.30000004766,1,9,100,"Passed_Immediate",67,"Male",24,0.625
14977601,"6979d0d32a91288f10209c29",27,"Human","When they get hungry, we feed the IT SPECIALISTS",1,"plausible","Plausible",32735.400000006,1,9,100,"Passed_Immediate",54,"Male",92,0.625
14977601,"6979d0d32a91288f10209c29",37,"AI","After they finish learning, there is a graduation party for NEURAL NETWORKS",2,"plausible","Implausible",4102.30000000298,0,9,100,"Passed_Immediate",54,"Male",92,0.625
14977601,"6979d0d32a91288f10209c29",52,"AI","Some people exploit  GOOGLE ASSISTANTS",3,"plausible","Implausible",4937.4,0,9,100,"Passed_Immediate",54,"Male",92,0.625
14977601,"6979d0d32a91288f10209c29",66,"Human","Together, I sip wine with my NEPHEW",4,"implausible","Plausible",4011.09999999702,0,9,100,"Passed_Immediate",54,"Male",92,0.625
14977601,"6979d0d32a91288f10209c29",8,"Tool","Joe is looking to marry a nice STOVE",5,"implausible","Implausible",1670.69999999701,1,9,100,"Passed_Immediate",54,"Male",92,0.625
14977601,"6979d0d32a91288f10209c29",19,"AI","Getting ready for the day is common for AUTOMATONS",6,"implausible","Implausible",6809.99999999403,1,9,100,"Passed_Immediate",54,"Male",92,0.625
